食品名,水分,トリアシルグリセロール当量,脂質,脂肪酸総量,飽和脂肪酸,一価不飽和脂肪酸,多価不飽和脂肪酸,n-3系脂肪酸,n-6系脂肪酸
単位,g,g,g,g,g,g,g,g,g
＜いか・たこ類＞　（いか類）　けんさきいか　生,80.0,0.4,1.0,0.42,0.16,0.04,0.22,0.19,0.03
＜いか・たこ類＞　（いか類）　こういか　生,83.4,0.6,1.3,0.57,0.19,0.05,0.33,0.28,0.05
＜いか・たこ類＞　（いか類）　するめいか　生,80.2,0.3,0.8,0.33,0.11,0.03,0.19,0.18,0.01
＜いか・たこ類＞　（いか類）　するめいか　水煮,74.6,0.4,0.9,0.36,0.11,0.04,0.21,0.20,0.01
＜いか・たこ類＞　（いか類）　するめいか　焼き,71.8,0.4,1.0,0.38,0.12,0.04,0.22,0.21,0.01
＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,79.8,0.4,0.7,0.41,0.12,0.03,0.26,0.25,0.01
＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,79.1,0.3,0.6,0.30,0.09,0.02,0.19,0.18,0.01
＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,64.9,9.8,10.8,9.34,0.82,5.84,2.69,1.06,1.63
＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　フライ,37.5,22.0,23.4,21.03,1.73,13.14,6.16,2.17,3.97
＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,80.8,0.6,0.9,0.54,0.16,0.04,0.35,0.33,0.02
＜いか・たこ類＞　（いか類）　ほたるいか　生,83.0,2.3,3.5,2.21,0.58,0.69,0.94,0.83,0.10
＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,78.1,1.5,2.9,1.41,0.36,0.31,0.74,0.67,0.07
＜いか・たこ類＞　（いか類）　ほたるいか　くん製,23.0,3.4,7.5,3.27,1.15,1.29,0.83,0.68,0.13
＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,39.8,3.8,6.7,3.60,1.02,1.29,1.29,1.13,0.15
＜いか・たこ類＞　（いか類）　やりいか　生,79.7,0.5,1.0,0.49,0.18,0.05,0.26,0.25,0.01
＜いか・たこ類＞　（いか類）　加工品　するめ,20.2,1.7,4.3,1.61,0.60,0.12,0.89,0.80,0.09
＜いか・たこ類＞　（いか類）　加工品　さきいか,26.4,0.8,3.1,0.75,0.25,0.08,0.43,0.41,0.02
＜いか・たこ類＞　（いか類）　加工品　くん製,43.5,0.7,1.5,0.70,0.24,0.07,0.40,0.39,0.01
＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,22.8,3.1,4.7,2.97,0.71,0.78,1.48,0.69,0.79
＜いか・たこ類＞　（いか類）　加工品　いかあられ,26.7,1.0,1.8,0.97,0.28,0.12,0.57,0.40,0.17
＜いか・たこ類＞　（いか類）　加工品　塩辛,67.3,2.7,3.4,2.55,0.74,0.57,1.24,1.15,0.08
＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,66.9,0.7,1.8,0.68,0.25,0.07,0.37,0.35,0.02
＜いか・たこ類＞　（たこ類）　いいだこ　生,83.2,0.4,0.8,0.37,0.11,0.06,0.20,0.17,0.03
＜いか・たこ類＞　（たこ類）　まだこ　皮つき　生,81.1,0.3,0.9,0.26,0.09,0.06,0.11,0.07,0.03
＜いか・たこ類＞　（たこ類）　まだこ　皮なし　生,76.1,0.4,1.0,0.42,0.12,0.04,0.26,0.21,0.05
＜いか・たこ類＞　（たこ類）　まだこ　ゆで,76.2,0.2,0.7,0.20,0.06,0.02,0.12,0.10,0.02
＜いか・たこ類＞　（たこ類）　まだこ　蒸しだこ,80.3,0.5,1.2,0.46,0.13,0.04,0.29,0.23,0.05
＜いか・たこ類＞　（たこ類）　まだこ　蒸しだこ　油いため,72.7,1.9,3.0,1.85,0.28,0.82,0.75,0.45,0.30
＜いか・たこ類＞　（たこ類）　まだこ　蒸しだこ　素揚げ,68.6,2.7,4.0,2.59,0.30,1.35,0.94,0.48,0.45
＜いか・たこ類＞　（たこ類）　みずだこ　生,83.5,0.4,0.9,0.36,0.09,0.04,0.23,0.19,0.04
＜その他＞　あみ　つくだ煮,35.0,1.1,1.8,1.09,0.30,0.24,0.55,0.46,0.06
＜その他＞　あみ　塩辛,63.7,0.6,1.1,0.58,0.18,0.15,0.25,0.21,0.04
＜その他＞　うに　生うに,73.8,2.5,4.8,2.43,0.63,0.77,1.02,0.73,0.29
＜その他＞　うに　粒うに,51.8,3.5,5.8,3.33,1.40,1.04,0.89,0.49,0.39
＜その他＞　うに　練りうに,53.1,2.1,2.9,2.00,0.96,0.65,0.39,0.17,0.21
＜その他＞　おきあみ　生,78.5,2.1,3.2,2.05,0.70,0.66,0.70,0.65,0.05
＜その他＞　おきあみ　ゆで,79.8,2.1,3.0,1.99,0.69,0.50,0.80,0.70,0.06
＜その他＞　くらげ　塩蔵　塩抜き,94.2,Tr,0.1,0.04,0.03,0.01,0,0,0
＜その他＞　しゃこ　ゆで,77.2,0.8,1.7,0.80,0.25,0.23,0.32,0.26,0.06
＜その他＞　なまこ　生,92.2,0.1,0.3,0.13,0.04,0.04,0.05,0.03,0.02
＜その他＞　なまこ　このわた,80.2,0.7,1.8,0.65,0.10,0.19,0.35,0.23,0.10
＜その他＞　ほや　生,88.8,0.5,0.8,0.47,0.14,0.11,0.23,0.21,0.01
＜その他＞　ほや　塩辛,79.7,0.6,1.1,0.61,0.16,0.16,0.29,0.25,0.03
＜水産練り製品＞　かに風味かまぼこ,75.6,0.4,0.5,0.36,0.11,0.10,0.16,0.11,0.05
＜水産練り製品＞　黒はんぺん,70.4,2.0,2.9,1.89,0.68,0.69,0.52,0.41,0.08
＜水産練り製品＞　昆布巻きかまぼこ,76.4,0.3,0.5,0.30,0.20,0.04,0.06,0.05,0.01
＜水産練り製品＞　す巻きかまぼこ,75.8,0.6,0.8,0.62,0.25,0.12,0.25,0.11,0.14
＜水産練り製品＞　蒸しかまぼこ,74.4,0.5,0.9,0.45,0.13,0.09,0.23,0.21,0.01
＜水産練り製品＞　焼き抜きかまぼこ,72.8,0.8,1.0,0.76,0.38,0.18,0.20,0.16,0.03
＜水産練り製品＞　焼き竹輪,70.2,0.4,0.4,0.37,0.14,0.06,0.17,0.12,0.05
＜水産練り製品＞　だて巻,58.8,6.3,7.5,6.00,1.78,2.95,1.26,0.23,1.03
＜水産練り製品＞　つみれ,75.4,2.6,4.3,2.52,0.89,0.75,0.89,0.71,0.13
＜水産練り製品＞　なると,77.8,0.3,0.4,0.26,0.15,0.03,0.08,0.07,0.01
＜水産練り製品＞　はんぺん,75.7,0.9,1.0,0.82,0.18,0.19,0.44,0.08,0.36
＜水産練り製品＞　さつま揚げ,70.0,2.2,2.4,2.07,0.37,0.48,1.23,0.24,0.99
＜水産練り製品＞　魚肉ハム,66.0,6.1,6.7,5.85,2.22,2.63,1.00,0.21,0.79
＜水産練り製品＞　魚肉ソーセージ,66.1,6.5,7.2,6.23,2.53,2.78,0.91,0.10,0.81
＜畜肉類＞　いのしし　肉　脂身つき　生,60.1,18.6,19.8,17.74,5.83,9.37,2.55,0.05,2.50
＜畜肉類＞　いのぶた　肉　脂身つき　生,56.7,23.2,24.1,22.20,9.23,10.15,2.81,0.29,2.51
＜畜肉類＞　うさぎ　肉　赤肉　生,72.2,4.7,6.3,4.49,1.92,1.29,1.29,0.13,1.16
＜畜肉類＞　うし　［和牛肉］　かた　脂身つき　生,58.8,20.6,22.3,19.71,7.12,11.93,0.66,0.03,0.64
＜畜肉類＞　うし　［和牛肉］　かた　皮下脂肪なし　生,60.7,18.3,19.8,17.48,6.35,10.51,0.61,0.02,0.59
＜畜肉類＞　うし　［和牛肉］　かた　赤肉　生,66.3,11.2,12.2,10.68,4.01,6.22,0.44,0.01,0.43
＜畜肉類＞　うし　［和牛肉］　かた　脂身　生,17.8,72.8,78.0,69.55,24.27,43.38,1.89,0.10,1.80
＜畜肉類＞　うし　［和牛肉］　かたロース　脂身つき　生,47.9,(35.0),37.4,(33.41),(12.19),(20.16),(1.06),(0.04),(1.01)
＜畜肉類＞　うし　［和牛肉］　かたロース　皮下脂肪なし　生,48.6,(34.1),36.5,(32.60),(11.88),(19.68),(1.04),(0.04),(0.99)
＜畜肉類＞　うし　［和牛肉］　かたロース　赤肉　生,56.4,24.4,26.1,23.29,8.28,14.17,0.83,0.03,0.80
＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　生,34.5,53.4,56.5,51.00,19.81,29.80,1.39,0.07,1.32
＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　ゆで,29.2,54.8,58.2,52.39,20.33,30.66,1.40,0.07,1.33
＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　焼き,27.7,54.3,56.8,51.90,20.33,30.24,1.33,0.06,1.27
＜畜肉類＞　うし　［和牛肉］　リブロース　皮下脂肪なし　生,36.1,51.5,54.4,49.22,19.18,28.71,1.33,0.06,1.27
＜畜肉類＞　うし　［和牛肉］　リブロース　赤肉　生,47.2,38.5,40.0,36.76,14.75,21.04,0.97,0.04,0.93
＜畜肉類＞　うし　［和牛肉］　リブロース　脂身　生,17.7,72.9,78.0,69.65,26.44,41.28,1.93,0.10,1.83
＜畜肉類＞　うし　［和牛肉］　サーロイン　脂身つき　生,40.0,(44.4),47.5,(42.46),(16.29),(25.05),(1.12),(0.05),(1.07)
＜畜肉類＞　うし　［和牛肉］　サーロイン　皮下脂肪なし　生,43.7,(39.8),42.5,(37.99),(14.64),(22.34),(1.00),(0.05),(0.96)
＜畜肉類＞　うし　［和牛肉］　サーロイン　赤肉　生,55.9,24.1,25.8,23.05,9.14,13.29,0.62,0.03,0.59
＜畜肉類＞　うし　［和牛肉］　ばら　脂身つき　生,38.4,45.6,50.0,43.55,15.54,26.89,1.12,0.05,1.07
＜畜肉類＞　うし　［和牛肉］　もも　脂身つき　生,61.2,16.8,18.7,16.06,6.01,9.51,0.54,0.02,0.51
＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　生,63.4,13.9,15.5,13.23,5.34,7.49,0.40,0.01,0.39
＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　ゆで,50.1,20.9,23.3,19.92,7.89,11.34,0.69,0.03,0.66
＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　焼き,49.5,20.5,22.7,19.59,7.64,11.28,0.67,0.03,0.64
＜畜肉類＞　うし　［和牛肉］　もも　赤肉　生,67.0,9.7,10.7,9.23,3.53,5.31,0.39,0.01,0.38
＜畜肉類＞　うし　［和牛肉］　もも　脂身　生,20.3,69.2,75.4,66.12,24.22,40.31,1.58,0.09,1.50
＜畜肉類＞　うし　［和牛肉］　そともも　脂身つき　生,60.8,(18.2),20.0,(17.39),(6.29),(10.59),(0.51),(0.02),(0.49)
＜畜肉類＞　うし　［和牛肉］　そともも　皮下脂肪なし　生,63.3,(15.1),16.6,(14.39),(5.19),(8.77),(0.44),(0.02),(0.43)
＜畜肉類＞　うし　［和牛肉］　そともも　赤肉　生,69.0,7.8,8.7,7.44,2.63,4.53,0.29,0.01,0.28
＜畜肉類＞　うし　［和牛肉］　ランプ　脂身つき　生,53.8,(27.5),29.9,(26.25),(9.71),(15.78),(0.76),(0.03),(0.73)
＜畜肉類＞　うし　［和牛肉］　ランプ　皮下脂肪なし　生,56.3,(24.3),26.4,(23.18),(8.59),(13.89),(0.70),(0.03),(0.67)
＜畜肉類＞　うし　［和牛肉］　ランプ　赤肉　生,65.7,12.5,13.6,11.97,4.51,6.98,0.47,0.01,0.46
＜畜肉類＞　うし　［和牛肉］　ヒレ　赤肉　生,64.6,13.8,15.0,13.18,5.79,6.90,0.49,0.02,0.47
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　生,62.0,18.0,19.8,17.17,7.23,9.10,0.83,0.03,0.80
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生,65.9,13.4,14.9,12.84,5.39,6.78,0.67,0.02,0.64
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　生,71.7,5.7,6.7,5.49,2.20,2.90,0.39,0.02,0.37
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,63.2,6.0,7.1,5.72,2.14,3.21,0.38,0.02,0.36
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,63.4,6.7,7.7,6.38,2.48,3.45,0.45,0.02,0.43
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身　生,21.9,67.7,73.3,64.67,27.48,34.60,2.59,0.12,2.47
＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　脂身つき　生,56.4,(24.7),26.4,(23.60),(10.28),(12.31),(1.00),(0.08),(0.93)
＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　皮下脂肪なし　生,57.3,(23.5),25.2,(22.49),(9.78),(11.75),(0.96),(0.08),(0.89)
＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　赤肉　生,65.9,12.7,13.9,12.11,5.10,6.42,0.59,0.06,0.53
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　生,47.9,35.0,37.1,33.41,15.10,16.99,1.32,0.07,1.25
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　ゆで,39.1,40.0,43.0,38.21,17.08,19.60,1.52,0.08,1.44
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　焼き,33.4,42.3,45.0,40.39,18.21,20.51,1.68,0.08,1.60
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　皮下脂肪なし　生,50.7,31.4,33.4,30.01,13.60,15.21,1.20,0.06,1.14
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　赤肉　生,62.2,16.4,17.8,15.67,7.27,7.72,0.67,0.04,0.63
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身　生,15.6,76.7,80.5,73.30,32.71,37.81,2.78,0.13,2.65
＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　脂身つき　生,54.4,(26.7),27.9,(25.47),(11.36),(13.10),(1.01),(0.05),(0.97)
＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　皮下脂肪なし　生,60.0,(19.3),20.2,(18.47),(8.23),(9.48),(0.75),(0.03),(0.72)
＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　赤肉　生,68.2,8.8,9.1,8.38,3.73,4.27,0.38,0.01,0.37
＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　生,47.4,37.3,39.4,35.65,12.79,21.87,0.99,0.03,0.95
＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,38.7,41.7,44.2,39.89,14.56,24.16,1.17,0.04,1.13
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身つき　生,65.8,12.6,13.3,12.07,5.11,6.39,0.56,0.02,0.54
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　生,68.2,9.2,9.9,8.80,3.68,4.67,0.45,0.02,0.43
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　ゆで,56.4,12.8,13.8,12.22,5.07,6.58,0.56,0.02,0.54
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　焼き,56.9,12.0,13.2,11.47,4.84,6.15,0.47,0.02,0.45
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　赤肉　生,71.7,4.2,4.9,3.98,1.56,2.13,0.29,0.01,0.27
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身　生,30.2,63.8,64.1,60.95,26.54,32.16,2.25,0.11,2.14
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　脂身つき　生,64.0,(15.9),16.3,(15.22),(6.46),(8.09),(0.66),(0.03),(0.64)
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,67.8,(10.7),11.1,(10.24),(4.28),(5.47),(0.49),(0.02),(0.47)
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　赤肉　生,72.0,4.6,5.0,4.40,1.71,2.40,0.29,0.01,0.28
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　脂身つき　生,62.1,(17.1),17.8,(16.35),(7.05),(8.55),(0.75),(0.03),(0.72)
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,64.9,(13.2),13.9,(12.59),(5.41),(6.57),(0.62),(0.02),(0.60)
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　赤肉　生,70.2,5.3,6.1,5.08,2.13,2.59,0.37,0.01,0.36
＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　生,67.3,10.1,11.2,9.65,4.35,4.80,0.50,0.02,0.48
＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,56.3,13.6,15.2,12.98,5.74,6.70,0.54,0.02,0.52
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　生,36.2,49.6,51.8,47.40,18.15,27.71,1.55,0.07,1.47
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　ゆで,29.1,54.5,56.5,52.07,19.84,30.65,1.58,0.08,1.50
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　焼き,26.4,58.2,60.1,55.61,21.12,32.78,1.71,0.09,1.61
＜畜肉類＞　うし　［交雑牛肉］　リブロース　皮下脂肪なし　生,41.0,43.3,45.2,41.39,15.98,24.06,1.35,0.06,1.29
＜畜肉類＞　うし　［交雑牛肉］　リブロース　赤肉　生,50.5,31.0,32.3,29.62,11.75,16.89,0.98,0.04,0.94
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身　生,10.6,83.0,86.7,79.29,29.61,47.13,2.56,0.12,2.43
＜畜肉類＞　うし　［交雑牛肉］　ばら　脂身つき　生,41.4,42.6,44.4,40.73,14.13,25.33,1.28,0.08,1.20
＜畜肉類＞　うし　［交雑牛肉］　もも　脂身つき　生,53.9,28.0,28.9,26.77,9.63,16.18,0.95,0.04,0.92
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　生,59.5,20.4,21.6,19.49,6.92,11.81,0.75,0.03,0.73
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　ゆで,49.8,26.6,28.2,25.41,8.99,15.68,0.74,0.03,0.71
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　焼き,49.7,25.0,27.6,23.92,8.77,14.46,0.68,0.03,0.65
＜畜肉類＞　うし　［交雑牛肉］　もも　赤肉　生,62.7,16.9,17.5,16.12,5.73,9.75,0.64,0.02,0.62
＜畜肉類＞　うし　［交雑牛肉］　もも　脂身　生,17.6,73.7,75.8,70.43,25.62,42.57,2.25,0.11,2.14
＜畜肉類＞　うし　［交雑牛肉］　ヒレ　赤肉　生,62.3,16.4,18.0,15.68,6.59,8.46,0.63,0.02,0.61
＜畜肉類＞　うし　［輸入牛肉］　かた　脂身つき　生,69.4,9.3,10.6,8.85,4.35,4.20,0.30,0.12,0.18
＜畜肉類＞　うし　［輸入牛肉］　かた　皮下脂肪なし　生,71.5,6.6,7.8,6.32,3.06,3.01,0.25,0.10,0.15
＜畜肉類＞　うし　［輸入牛肉］　かた　赤肉　生,73.9,3.6,4.6,3.43,1.59,1.64,0.20,0.08,0.12
＜畜肉類＞　うし　［輸入牛肉］　かた　脂身　生,32.0,56.5,60.5,53.95,27.32,25.53,1.10,0.45,0.65
＜畜肉類＞　うし　［輸入牛肉］　かたロース　脂身つき　生,63.8,(15.8),17.4,(15.11),(7.54),(7.10),(0.48),(0.11),(0.37)
＜畜肉類＞　うし　［輸入牛肉］　かたロース　皮下脂肪なし　生,64.0,(15.5),17.1,(14.85),(7.39),(6.99),(0.47),(0.11),(0.37)
＜畜肉類＞　うし　［輸入牛肉］　かたロース　赤肉　生,69.8,8.6,9.5,8.22,3.72,4.12,0.38,0.06,0.32
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　生,63.8,14.2,15.4,13.54,7.15,6.00,0.39,0.07,0.32
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　ゆで,50.2,21.9,23.9,20.92,11.03,9.31,0.57,0.09,0.48
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　焼き,49.8,21.9,23.9,20.91,11.05,9.30,0.55,0.10,0.46
＜畜肉類＞　うし　［輸入牛肉］　リブロース　皮下脂肪なし　生,64.5,13.1,14.4,12.48,6.38,5.73,0.38,0.09,0.29
＜畜肉類＞　うし　［輸入牛肉］　リブロース　赤肉　生,68.6,8.2,9.1,7.82,3.80,3.70,0.32,0.05,0.27
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身　生,19.9,66.7,73.1,63.72,34.40,28.13,1.18,0.47,0.72
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　脂身つき　生,57.7,(21.5),23.7,(20.52),(10.85),(9.24),(0.43),(0.17),(0.26)
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　皮下脂肪なし　生,63.1,(14.9),16.5,(14.23),(7.42),(6.49),(0.32),(0.12),(0.19)
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　赤肉　生,72.1,3.8,4.4,3.65,1.65,1.86,0.14,0.05,0.08
＜畜肉類＞　うし　［輸入牛肉］　ばら　脂身つき　生,51.8,31.0,32.9,29.63,13.05,16.05,0.54,0.20,0.34
＜畜肉類＞　うし　［輸入牛肉］　もも　脂身つき　生,71.4,7.5,8.6,7.17,3.22,3.69,0.25,0.05,0.20
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　生,73.0,5.7,6.7,5.46,2.44,2.68,0.35,0.10,0.25
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　ゆで,60.0,9.2,11.0,8.79,3.93,4.31,0.55,0.14,0.42
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　焼き,60.4,11.9,14.1,11.41,5.37,5.41,0.63,0.16,0.47
＜畜肉類＞　うし　［輸入牛肉］　もも　赤肉　生,74.2,3.6,4.3,3.40,1.48,1.72,0.19,0.03,0.16
＜畜肉類＞　うし　［輸入牛肉］　もも　脂身　生,28.1,58.7,64.4,56.08,25.71,29.27,1.10,0.37,0.73
＜畜肉類＞　うし　［輸入牛肉］　そともも　脂身つき　生,65.8,(12.7),14.3,(12.12),(5.51),(6.32),(0.29),(0.10),(0.19)
＜畜肉類＞　うし　［輸入牛肉］　そともも　皮下脂肪なし　生,67.6,(10.5),11.9,(10.02),(4.54),(5.22),(0.25),(0.09),(0.16)
＜畜肉類＞　うし　［輸入牛肉］　そともも　赤肉　生,73.6,3.1,3.9,3.00,1.31,1.56,0.12,0.05,0.07
＜畜肉類＞　うし　［輸入牛肉］　ランプ　脂身つき　生,63.8,(14.7),16.4,(14.05),(6.47),(7.20),(0.37),(0.13),(0.24)
＜畜肉類＞　うし　［輸入牛肉］　ランプ　皮下脂肪なし　生,67.7,(9.8),11.1,(9.40),(4.34),(4.77),(0.29),(0.10),(0.18)
＜畜肉類＞　うし　［輸入牛肉］　ランプ　赤肉　生,73.8,2.4,3.0,2.31,1.10,1.04,0.17,0.06,0.10
＜畜肉類＞　うし　［輸入牛肉］　ヒレ　赤肉　生,73.3,4.2,4.8,3.99,1.99,1.79,0.22,0.08,0.14
＜畜肉類＞　うし　［子牛肉］　リブロース　皮下脂肪なし　生,76.0,0.5,0.9,0.49,0.19,0.17,0.13,0.01,0.13
＜畜肉類＞　うし　［子牛肉］　ばら　皮下脂肪なし　生,74.5,2.9,3.6,2.80,1.31,1.25,0.25,0.01,0.24
＜畜肉類＞　うし　［子牛肉］　もも　皮下脂肪なし　生,74.8,2.1,2.7,2.00,0.90,0.89,0.21,0.01,0.20
＜畜肉類＞　うし　［ひき肉］　生,61.4,19.8,21.1,18.95,7.25,11.06,0.63,0.24,0.39
＜畜肉類＞　うし　［ひき肉］　焼き,52.2,18.8,21.3,17.97,6.61,10.83,0.52,0.09,0.43
＜畜肉類＞　うし　［副生物］　舌　生,54.0,29.7,31.8,28.42,11.19,15.98,1.25,0.06,1.18
＜畜肉類＞　うし　［副生物］　舌　焼き,41.4,34.1,37.1,32.60,12.61,18.60,1.39,0.07,1.32
＜畜肉類＞　うし　［副生物］　心臓　生,74.8,6.2,7.6,5.92,3.11,2.49,0.33,Tr,0.32
＜畜肉類＞　うし　［副生物］　肝臓　生,71.5,2.1,3.7,2.05,0.93,0.48,0.64,0.07,0.57
＜畜肉類＞　うし　［副生物］　じん臓　生,75.7,5.0,6.4,4.82,2.59,1.78,0.45,0.03,0.42
＜畜肉類＞　うし　［副生物］　第一胃　ゆで,66.6,6.9,8.4,6.59,2.73,3.35,0.51,0.08,0.39
＜畜肉類＞　うし　［副生物］　第二胃　ゆで,71.6,14.7,15.7,14.05,5.69,7.83,0.53,0.05,0.40
＜畜肉類＞　うし　［副生物］　第三胃　生,86.6,0.9,1.3,0.89,0.38,0.41,0.10,Tr,0.09
＜畜肉類＞　うし　［副生物］　第四胃　ゆで,58.5,28.7,30.0,27.40,12.78,13.73,0.89,0.08,0.67
＜畜肉類＞　うし　［副生物］　小腸　生,63.3,24.7,26.1,23.62,11.82,11.23,0.58,0.08,0.30
＜畜肉類＞　うし　［副生物］　大腸　生,77.2,12.2,13.0,11.71,3.94,7.30,0.47,0.05,0.35
＜畜肉類＞　うし　［副生物］　直腸　生,80.7,6.4,7.0,6.09,2.13,3.71,0.25,0.01,0.20
