食品名,廃棄率,エネルギー,水分,アミノ酸組成によるたんぱく質,たんぱく質,脂肪酸のトリアシルグリセロール当量,コレステロール,脂質,利用可能炭水化物（単糖当量）,利用可能炭水化物（質量計）,差引き法による利用可能炭水化物,食物繊維,糖アルコール,炭水化物,有機酸,灰分,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,マンガン,ヨウ素,セレン,クロム,モリブデン,レチノール,αカロテン,βカロテン,βクリプトキサンチン,βカロテン当量,ビタミンA,ビタミンD,ビタミンE,βトコフェロール,γトコフェロール,δトコフェロール,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン,ナイアシン当量,ビタミンB6,ビタミンB12,葉酸,パントテン酸,ビオチン,ビタミンC,アルコール,食塩相当量
単位,%,kcal,g,g,g,g,mg,g,g,g,g,g,g,g,g,g,mg,mg,mg,mg,mg,mg,mg,mg,mg,μg,μg,μg,μg,μg,μg,μg,μg,μg,μg,μg,mg,mg,mg,mg,μg,mg,mg,mg,mg,mg,μg,μg,mg,μg,mg,g,g
＜アルコール飲料類＞　（蒸留酒類）　ブランデー,0,234,66.6,-,0,-,(0),0,-,-,0,(0),-,0,-,0,4,1,0,0,Tr,0,Tr,0.03,0,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),0,(0),(0),(0),(0),-,(0),33.4,0
＜アルコール飲料類＞　（蒸留酒類）　ウオッカ,0,237,66.2,-,0,-,(0),0,-,-,0,(0),-,Tr,-,0,Tr,Tr,(0),-,(0),(0),-,-,-,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),0,(0),(0),(0),(0),-,(0),33.8,0
＜アルコール飲料類＞　（蒸留酒類）　ジン,0,280,59.9,-,0,-,(0),Tr,-,-,0.1,(0),-,0.1,-,0,Tr,Tr,(0),-,(0),(0),-,-,-,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),0,(0),(0),(0),(0),-,(0),40.0,0
＜アルコール飲料類＞　（蒸留酒類）　ラム,0,237,66.1,-,0,-,(0),Tr,-,-,0.1,(0),-,0.1,-,0,3,Tr,0,0,Tr,0,Tr,Tr,0,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),0,(0),(0),(0),(0),-,(0),33.8,0
＜アルコール飲料類＞　（蒸留酒類）　マオタイ酒,0,317,54.7,-,0,-,(0),0,-,-,0,(0),-,0,-,0,Tr,Tr,2,0,Tr,0.3,Tr,0.02,0.01,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),0,(0),(0),(0),(0),-,(0),45.3,0
＜アルコール飲料類＞　（混成酒類）　梅酒,0,155,68.9,-,0.1,-,-,Tr,-,-,20.7,-,-,20.7,-,0.1,4,39,1,2,3,Tr,Tr,0.01,0.01,0,0,1,Tr,(0),-,-,-,(0),(0),-,-,-,-,-,-,0,0.01,Tr,Tr,0.01,0,0,0,0.1,0,10.2,0
＜アルコール飲料類＞　（混成酒類）　合成清酒,0,108,82.2,-,0.1,-,-,0,-,-,5.3,-,-,5.3,-,0.1,11,3,2,Tr,5,0,Tr,Tr,0,-,-,-,-,(0),-,-,-,(0),(0),-,-,-,-,-,-,0,0,0,Tr,0.01,0,0,0,-,0,12.3,0
＜アルコール飲料類＞　（混成酒類）　白酒,0,236,44.7,-,1.9,-,-,Tr,-,-,48.5,-,-,48.1,-,Tr,5,14,3,4,14,0.1,0.3,0.08,0.27,-,-,-,-,(0),-,-,-,(0),(0),-,-,-,-,-,-,0.02,0.01,0.1,0.4,0.02,0,1,0.10,-,1,4.9,0
＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,0,241,47.0,0.2,0.3,-,-,Tr,26.8,26.6,43.3,-,-,43.2,-,Tr,3,7,2,2,7,0,0,0.05,0.04,-,-,-,-,(0),-,-,-,(0),(0),-,-,-,-,-,-,Tr,0,Tr,Tr,0.01,0,0,0,-,0,9.5,0
＜アルコール飲料類＞　（混成酒類）　みりん　本直し,0,179,68.2,(0.1),0.1,-,-,Tr,-,-,14.4,-,-,14.4,-,Tr,3,2,2,2,3,0,Tr,Tr,0.06,-,-,-,-,(0),-,-,-,(0),(0),-,-,-,-,-,-,0,0,0,0,0,0,0,0,-,0,17.3,0
＜アルコール飲料類＞　（混成酒類）　薬味酒,0,181,62.6,-,Tr,-,-,Tr,-,-,26.8,-,-,26.8,-,Tr,1,14,1,1,2,Tr,Tr,Tr,0.08,-,-,-,-,(0),-,-,-,(0),(0),-,-,-,-,-,-,0,0,0.1,0.1,0.01,0,0,0,-,0,10.6,0
＜アルコール飲料類＞　（混成酒類）　キュラソー,0,319,43.1,-,Tr,-,-,Tr,-,-,26.4,-,-,26.4,-,Tr,1,Tr,Tr,0,0,0,Tr,0.01,0,-,-,-,-,(0),-,-,-,(0),(0),-,-,-,-,-,-,0,0,0,0,0,0,0,0,-,0,30.5,0
＜アルコール飲料類＞　（混成酒類）　スイートワイン,0,125,75.2,-,0.1,-,-,0,(12.2),(12.2),13.0,-,-,13.4,0.4,0.2,5,70,5,5,7,0.3,Tr,Tr,0.01,-,-,-,-,(0),-,-,-,(0),(0),-,-,-,-,-,-,0,Tr,Tr,Tr,0.01,0,0,0,-,0,11.1,0
＜アルコール飲料類＞　（混成酒類）　ペパーミント,0,300,41.0,-,0,-,-,0,-,-,37.6,-,-,37.6,-,Tr,4,1,Tr,0,0,0,Tr,Tr,0,-,-,-,-,(0),-,-,-,(0),(0),-,-,-,-,-,-,0,0,0,0,0,0,0,0,-,0,21.4,0
＜アルコール飲料類＞　（混成酒類）　ベルモット　甘口タイプ,0,151,71.3,-,0.1,-,-,0,-,-,16.4,-,-,16.4,-,0.1,4,29,6,5,7,0.3,Tr,0.01,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0.1,0.1,Tr,0,0,0.06,-,0,12.1,0
＜アルコール飲料類＞　（混成酒類）　ベルモット　辛口タイプ,0,113,81.7,-,0.1,-,-,0,(3.1),(3.0),3.7,-,-,3.7,-,0.1,4,26,8,6,8,0.3,Tr,0.01,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0.1,0.1,Tr,0,0,0,-,0,14.4,0
＜アルコール飲料類＞　（混成酒類）　缶チューハイ　レモン風味,0,51,91.4,-,0,-,(0),Tr,1.8,1.8,2.6,0.1,-,2.9,0.3,Tr,10,13,1,Tr,Tr,0,0,Tr,0,0,0,0,0,(0),0,0,0,0,(0),(0),0,0,0,0,(0),0,0,0,0,0,(0),0,0,0,0,5.6,0
＜茶類＞　（緑茶類）　玉露　茶,0,241,3.1,(22.7),29.1,-,(0),4.1,-,-,6.4,43.9,-,43.9,-,6.3,11,2800,390,210,410,10.0,4.3,0.84,71.00,-,-,-,-,(0),-,-,-,21000,1800,(0),16.0,0.1,1.5,0,4000,0.30,1.16,6.0,(14.0),0.69,(0),1000,4.10,-,110,-,0
＜茶類＞　（緑茶類）　玉露　浸出液,0,5,97.8,(1.0),1.3,-,(0),(0),-,-,0.3,-,-,Tr,-,0.5,2,340,4,15,30,0.2,0.3,0.02,4.60,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,Tr,0.02,0.11,0.6,(1.0),0.07,(0),150,0.24,-,19,-,0
＜茶類＞　（緑茶類）　抹茶　茶,0,237,5.0,23.1,29.6,3.3,(0),5.3,1.6,1.5,9.5,38.5,-,39.5,-,7.4,6,2700,420,230,350,17.0,6.3,0.60,-,-,-,-,-,(0),-,-,-,29000,2400,(0),28.0,0,0,0,2900,0.60,1.35,4.0,12.0,0.96,(0),1200,3.70,-,60,-,0
＜茶類＞　（緑茶類）　せん茶　茶,0,229,2.8,(19.1),24.5,2.9,(0),4.7,-,-,8.4,46.5,-,47.7,-,5.0,3,2200,450,200,290,20.0,3.2,1.30,55.00,4,3,8,1,(0),-,-,-,13000,1100,(0),65.0,6.2,7.5,0,1400,0.36,1.43,4.1,(11.0),0.46,(0),1300,3.10,52.0,260,-,0
＜茶類＞　（緑茶類）　せん茶　浸出液,0,2,99.4,(0.2),0.2,-,(0),(0),-,-,0.3,-,-,0.2,-,0.1,3,27,3,2,2,0.2,Tr,0.01,0.31,0,0,0,0,(0),-,-,-,(0),(0),(0),-,-,-,-,Tr,0,0.05,0.2,(0.3),0.01,(0),16,0.04,0.8,6,-,0
＜茶類＞　（緑茶類）　かまいり茶　浸出液,0,1,99.7,(0.1),0.1,-,(0),(0),-,-,0.1,-,-,Tr,-,0.1,1,29,4,1,1,Tr,Tr,Tr,0.37,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,0,0,0.04,0.1,(0.1),0.01,(0),18,0,-,4,-,0
＜茶類＞　（緑茶類）　番茶　茶,0,266,2.8,-,21.8,-,-,5.3,-,-,13.5,38.5,-,52.0 ,-,4.9,6,1500,510,190,310,12.5,2.2,1.09,90.12,14,2,13,2,-,-,-,-,-,-,-,40.8,0.2,1.5,Tr,2200,0.36,1.21,7.9,11.6,1.07,-,670,1.08,48.8,310,-,0
＜茶類＞　（緑茶類）　番茶　浸出液,0,0,99.8,-,Tr,-,(0),(0),-,-,0.1,-,-,0.1,-,0.1,2,32,5,1,2,0.2,Tr,0.01,0.19,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,Tr,0,0.03,0.2,0.2,0.01,(0),7,0,-,3,-,0
＜茶類＞　（緑茶類）　ほうじ茶　茶,0,257,1.8,-,18.4,-,-,5.0 ,-,-,10.1,49.3,-,59.4,-,4.7,3,1500,500,180,280,8.7,2.0 ,1.31,78.79,10,3,8,3,-,-,-,-,-,-,-,32.2,0.1,1.2,0,2000,0.10 ,0.86,4.2,7.3,0.30 ,-,370,0.48,50.5,46,-,0
＜茶類＞　（緑茶類）　ほうじ茶　浸出液,0,0,99.8,-,Tr,-,(0),(0),-,-,Tr,-,-,0.1,-,0.1,1,24,2,Tr,1,Tr,Tr,0.01,0.26,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,0,0,0.02,0.1,0.1,Tr,(0),13,0,-,Tr,-,0
＜茶類＞　（緑茶類）　玄米茶　浸出液,0,0,99.9,-,0,-,(0),(0),-,-,0,0,-,0,-,0.1,2,7,2,1,1,Tr,Tr,0.01,0.15,-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),0,0,0.01,0.1,0.1,0.01,(0),3,0,-,1,-,0
＜茶類＞　（発酵茶類）　ウーロン茶　浸出液,0,0,99.8,-,Tr,-,(0),(0),-,-,0.1,-,-,0.1,-,0.1,1,13,2,1,1,Tr,Tr,Tr,0.24,0,0,0,0,(0),-,-,-,(0),(0),(0),-,-,-,-,0,0,0.03,0.1,0.1,Tr,(0),2,0,0.2,0,-,0
＜茶類＞　（発酵茶類）　紅茶　茶,0,234,6.2,-,20.3,-,(0),2.5,-,-,13.6,38.1,-,51.7,-,5.4,3,2000,470,220,320,17.0,4.0,2.10,21.00,6,8,18,2,(0),-,-,-,900,75,(0),9.8,0,1.6,0,1500,0.10,0.80,10.0,13.0,0.28,(0),210,2.00,32.0,0,-,0
＜茶類＞　（発酵茶類）　紅茶　浸出液,0,1,99.7,-,0.1,-,(0),(0),-,-,0.1,-,-,0.1,-,Tr,1,8,1,1,2,0,Tr,0.01,0.22,0,0,0,0,(0),-,-,-,(0),(0),(0),-,-,-,-,6,0,0.01,0.1,0.1,0.01,(0),3,0,0.2,0,-,0
＜コーヒー・ココア類＞　コーヒー　浸出液,0,4,98.6,(0.1),0.2,(Tr),0,Tr,(0),(0),0.8,-,-,0.7,-,0.2,1,65,2,6,7,Tr,Tr,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.8,(0.8),0,0,0,0,1.7,0,-,0
＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,0,287,3.8,(6.0),14.7,0.2,0,0.3,-,-,65.3,-,-,56.5,-,8.7,32,3600,140,410,350,3.0,0.4,0.03,1.90,8,5,2,7,(0),-,-,-,0,(0),(0),0.1,0.2,0,0,Tr,0.02,0.14,47.0,(48.0),0.01,0.1,8,0,88.0,(0),-,0.1
＜コーヒー・ココア類＞　コーヒー　缶コーヒー　無糖,0,3,99.0 ,-,0.1,-,-,Tr,-,-,0.5,-,-,0.5,-,0.2,21,68,1,5,4,Tr,0,Tr,0.02,Tr,0,0,0,-,-,-,-,-,-,-,0,0,-,-,0,0,0,0.8,0.8,0,0,0,0,1.2,-,-,0.1
＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,0,38,90.5,-,0.7,0.2,-,0.3,-,-,8.3,-,-,8.2,-,0.3,30,60,22,6,19,0.1,0.1,0.01,0.02,2,Tr,0,Tr,0,-,-,-,(0),(0),-,0,0,0,0,0,0.01,0.04,0.3,0.4,Tr,-,0,0.11,2.5,(0),-,0.1
＜コーヒー・ココア類＞　ココア　ピュアココア,0,386,4.0,13.5,18.5,20.9,1,21.6,10.6,9.6,23.5,23.9,-,42.4,0.7,7.5,16,2800,140,440,660,14.0,7.0,3.80,-,-,-,-,-,0,-,-,-,30,3,(0),0.3,0,4.3,0.1,2,0.16,0.22,2.3,6.6,0.08,0,31,0.85,-,0,-,0
＜コーヒー・ココア類＞　ココア　ミルクココア,0,400,1.6,-,7.4,6.6,-,6.8,-,-,75.1,5.5,-,80.4,-,2.6,270,730,180,130,240,2.9,2.1,0.93,0.74,-,-,-,-,8,-,-,-,Tr,8,-,0.4,0,1.2,0.1,0,0.07,0.42,0.3,1.5,0.07,-,12,0.90,-,(0),-,0.7
＜その他＞　青汁　ケール,0,312,2.3,10.8,13.8,2.8,0,4.4,-,-,46.7,28.0,-,70.2,-,8.6,230,2300,1200,210,270,2.9,1.8,0.17,2.75,5,9,12,130,0,24,10000,110,10000,860,0,9.4,0.1,1.0,0,1500,0.31,0.80,6.0,10.0,0.75,0,820,1.31,20.0,1100,-,0.6
＜その他＞　甘酒,0,76,79.7,(1.3),1.7,-,(0),0.1,(18.3),(16.9),18.3,0.4,-,18.3,-,0.2,60,14,3,5,21,0.1,0.3,0.05,0.17,-,-,-,-,(0),-,-,-,(0),(0),(0),Tr,0,0,0,0,0.01,0.03,0.2,(0.6),0.02,-,8,0,-,(0),-,0.2
＜その他＞　昆布茶,0,173,1.4,7.5,5.2,-,0,0.2,35.1,33.4,34.5,2.8,2.3,42.0,-,51.3,20000,580,88,51,14,0.5,0.3,Tr,0.03,26000,2,13,1,0,0,30,1,31,3,0,Tr,0,0,0,13,0.01,0.02,0.1,0.1,Tr,0,11,0.01,0.5,6,-,51.3
＜その他＞　スポーツドリンク,0,21,94.7,-,0,-,0,Tr,-,-,5.1,Tr,-,5.1,-,0.1,31,26,8,3,0,Tr,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.12,0,0,Tr,-,Tr,-,0.1
＜その他＞　（炭酸飲料類）　果実色飲料,0,51,87.2,-,Tr,-,(0),Tr,-,-,12.8,-,-,12.8,-,Tr,2,1,3,0,Tr,Tr,0,Tr,0,1,0,0,0,(0),-,-,-,0,(0),(0),-,-,-,-,-,0,0,0,0,-,-,-,-,0,0,-,0
＜その他＞　（炭酸飲料類）　コーラ,0,46,88.5,-,0.1,-,(0),Tr,(12.2),(12.0),11.4,-,-,11.4,-,Tr,2,Tr,2,1,11,Tr,Tr,Tr,0,-,-,-,-,(0),-,-,-,0,(0),(0),-,-,-,-,-,0,0,0,Tr,-,-,-,-,-,0,-,0
＜その他＞　（炭酸飲料類）　サイダー,0,41,89.8,-,Tr,-,(0),Tr,(9.0),(9.0),10.2,-,-,10.2,-,0,4,Tr,1,Tr,0,Tr,0.1,0.02,0,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,-,0,0,0,0,-,-,-,-,-,0,-,0
＜その他＞　（炭酸飲料類）　ビール風味炭酸飲料,0,5,98.6,0.1,0.1,-,(0),Tr,-,-,1.2,-,-,1.2,-,Tr,3,9,2,1,8,0,0,Tr,0,-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),0,0,0.1,0.1,Tr,0,1,0.02,-,8,-,0
＜その他＞　なぎなたこうじゅ　浸出液,0,0,99.9,-,0,-,-,Tr,-,-,Tr,-,-,Tr,-,0,Tr,7,1,Tr,1,Tr,0,Tr,Tr,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,Tr,Tr,0,-,1,0,Tr,0,-,0
＜その他＞　麦茶　浸出液,0,1,99.7,-,Tr,-,(0),(0),-,-,0.3,-,-,0.3,-,Tr,1,6,2,Tr,1,Tr,0.1,Tr,Tr,0,0,0,0,(0),-,-,-,(0),(0),(0),0,0,0,0,0,0,0,0,0,0,-,0,0,0.1,(0),-,0
＜調味料類＞　（ウスターソース類）　ウスターソース,0,117,61.3,0.7,1.0,Tr,-,0.1,24.1,23.8,27.0,0.5,0,27.1,1.5,9.0,3300,190,59,24,11,1.6,0.1,0.10,-,3,1,9,4,(0),10,41,0,47,4,(0),0.2,0.1,0,0,1,0.01,0.02,0.3,0.3,0.03,Tr,1,0.15,6.5,0,-,8.5
＜調味料類＞　（ウスターソース類）　中濃ソース,0,129,60.9,0.5,0.8,Tr,-,0.1,26.9,26.6,30.1,1.0,0,30.9,1.3,6.3,2300,210,61,23,16,1.7,0.1,0.18,0.23,3,1,7,3,(0),5,85,0,87,7,(0),0.5,0.1,Tr,0,2,0.02,0.04,0.4,0.4,0.04,Tr,1,0.18,5.8,(0),-,5.8
＜調味料類＞　（ウスターソース類）　濃厚ソース,0,130,60.7,-,0.9,-,-,0.1,(27.1),(26.7),29.8,1.0,0,30.9,1.3,6.2,2200,210,61,26,17,1.5,0.1,0.23,0.23,-,-,-,-,(0),14,100,0,110,9,(0),0.5,0.1,0.1,0,2,0.03,0.04,0.6,0.8,0.06,Tr,1,0.21,-,(0),-,5.6
＜調味料類＞　（ウスターソース類）　お好み焼きソース,0,144,58.1,1.3,1.6,Tr,Tr,0.1,29.6,29.1,33.5,0.9,0,33.7,0.8,5.5,1900,240,31,20,28,0.9,0.2,0.10,0.13,2,2,5,6,-,3,200,0,200,17,0,0.8,Tr,Tr,0,1,0.03,0.03,0.8,0.8,0.06,0.1,6,0.19,4.5,3,0,4.9
＜調味料類＞　（辛味調味料類）　トウバンジャン,0,49,69.7,-,2.0,1.8,3,2.3,-,-,4.1,4.3,-,7.9,-,18.1,7000,200,32,42,49,2.3,0.3,0.13,0.28,-,-,-,-,(0),21,1400,-,1400,120,(0),3.0,0.1,1.1,0.4,12,0.04,0.17,1.0,1.3,0.20,0,8,0.24,-,3,-,17.8
＜調味料類＞　（辛味調味料類）　チリペッパーソース,0,58,84.1,(0.5),0.7,(0.4),-,0.5,-,-,13.1,-,-,12.8,-,1.9,630,130,15,13,24,1.5,0.1,0.08,0.10,-,-,-,-,(0),62,1400,250,1600,130,(0),-,-,-,-,-,0.03,0.08,0.3,(0.5),-,-,-,-,-,0,-,1.6
＜調味料類＞　（辛味調味料類）　ラー油,0,887,0.1,-,0.1,(97.5),(0),99.8,-,-,2.3,-,-,Tr,-,Tr,Tr,Tr,Tr,Tr,Tr,0.1,Tr,0.01,-,-,-,-,-,(0),0,570,270,710,59,(0),3.7,0.1,48.0,1.2,5,0,0,0.1,0.1,-,-,-,-,-,(0),-,0
＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,0,76,67.1,6.1,7.7,-,(0),0,1.6,1.6,8.6,(Tr),0.1,7.9,0.9,15.1,5700,390,29,65,160,1.7,0.9,0.01,1.00,1,11,3,48,0,0,0,0,0,0,(0),0,0,0,0,0,0.05,0.17,1.3,1.6,0.17,0.1,33,0.48,12.0,0,2.1,14.5
＜調味料類＞　（しょうゆ類）　こいくちしょうゆ　減塩,0,68,74.4,(6.4),8.1,-,(0),Tr,(1.3),(1.3),10.0,(0),0.1,9.0,0.7,8.5,3300,260,31,74,170,2.1,0.9,Tr,1.17,1,10,3,84,0,-,-,-,-,-,(0),-,-,-,-,(0),0.07,0.17,1.5,(1.8),0.17,0,57,0.46,11.0,(0),-,8.3
＜調味料類＞　（しょうゆ類）　うすくちしょうゆ,0,60,69.7,4.9,5.7,-,(0),0,2.6,2.6,6.1,(Tr),-,5.8,0.5,16.8,6300,320,24,50,130,1.1,0.6,0.01,0.66,1,6,2,40,0,0,0,0,0,0,(0),0,0,0,0,0,0.05,0.11,1.0,1.2,0.13,0.1,31,0.37,8.4,0,2.0,16.0
＜調味料類＞　（しょうゆ類）　うすくちしょうゆ　低塩,0,77,70.9,5.5,6.4,-,(0),Tr,2.5,2.5,7.8,Tr,-,7.6,0.8,12.1,5000,330,19,54,130,1.0,0.5,0,0.70,Tr,4,4,26,(0),(0),(0),(0),0,0,-,0,0,0,0,0,0.25,0.08,0.8,1.1,0.11,Tr,36,0.34,6.0,4,2.9,12.8
＜調味料類＞　（しょうゆ類）　たまりしょうゆ,0,111,57.3,9.2,11.8,-,(0),0,-,-,18.5,(0),-,15.9,-,15.0,5100,810,40,100,260,2.7,1.0,0.02,-,-,-,-,-,0,-,-,-,0,0,(0),-,-,-,-,0,0.07,0.17,1.6,2.0,0.22,0.1,37,0.59,-,0,-,13.0
＜調味料類＞　（しょうゆ類）　さいしこみしょうゆ,0,101,60.7,(7.6),9.6,-,(0),0,(2.0),(1.9),16.7,(0),0.1,15.9,1.1,13.8,4900,530,23,89,220,2.1,1.1,0.01,-,-,-,-,-,0,-,-,-,0,0,(0),-,-,-,-,0,0.17,0.15,1.3,(1.7),0.18,0.2,29,0.57,-,0,-,12.4
＜調味料類＞　（しょうゆ類）　しろしょうゆ,0,86,63.0,(2.0),2.5,-,(0),0,(1.8),(1.8),18.6,(0),0.1,19.2,1.0,15.3,5600,95,13,34,76,0.7,0.3,0.01,-,-,-,-,-,0,-,-,-,0,0,(0),-,-,-,-,0,0.14,0.06,0.9,(1.0),0.08,0.2,14,0.28,-,0,-,14.2
＜調味料類＞　（しょうゆ類）　だししょうゆ,0,39,(83.2),(3.1),(4.0),-,0,0,(0.8),(0.8),(4.5),(Tr),(0.1),(4.1),(0.4),(7.7),(2800),(230),(16),(35),(89),(0.9),(0.4),(Tr),(0.50),(750),(8),(1),(24),0,0,0,0,0,0,0,0,0,0,0,0,(0.03),(0.09),(1.1),(1.2),(0.09),(0.2),(17),(0.26),(6.2),0,(1.0),(7.3)
＜調味料類＞　（しょうゆ類）　照りしょうゆ,0,172,(55.0),(1.9),(2.4),-,0,0,(20.5),(20.4),(36.0),(Tr),(Tr),(35.7),(0.1),(4.2),(1600),(110),(10),(20),(51),(0.5),(0.2),(0.04),(0.31),(Tr),(3),(1),(13),0,0,0,0,0,0,0,0,0,0,0,0,(0.01),(0.05),(0.4),(0.5),(0.06),(Tr),(9),(0.13),(3.4),0,(2.8),(4.0)
＜調味料類＞　（食塩類）　食塩,0,0,0.1,-,0,-,(0),0,-,-,0,(0),-,0,-,99.9,39000,100,22,18,(0),Tr,Tr,0.01,Tr,1,1,0,0,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),0,(0),(0),(0),(0),0,(0),-,99.5
＜調味料類＞　（食塩類）　並塩,0,0,1.8,-,0,-,(0),0,-,-,0,(0),-,0,-,98.2,38000,160,55,73,(0),Tr,Tr,0.02,Tr,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),0,(0),(0),(0),(0),-,(0),-,97.3
＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料含む,0,50,Tr,-,(0),-,(0),(0),-,-,0,0,-,(16.7),16.7,(83.2),19000,19000,2,240,(0),0.1,Tr,0,0.02,-,-,0,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),0,(0),(0),(0),(0),-,(0),-,49.4
＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料不使用,0,0,2.0,-,(0),-,(0),(0),-,-,0,0,-,0,-,(98.0),18000,25000,390,530,(0),0.1,Tr,0,0.02,-,-,0,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),0,(0),(0),(0),(0),-,(0),-,45.7
＜調味料類＞　（食塩類）　精製塩　家庭用,0,0,Tr,-,0,-,(0),0,-,-,0,(0),-,0,-,100,39000,2,0,87,(0),0,0,Tr,0,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),0,(0),(0),(0),(0),-,(0),-,99.6
＜調味料類＞　（食塩類）　精製塩　業務用,0,0,Tr,-,0,-,(0),0,-,-,0,(0),-,0,-,100,39000,2,0,0,(0),0,0,Tr,0,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),0,(0),(0),(0),(0),-,(0),-,99.6
＜調味料類＞　（食酢類）　黒酢,0,54,85.7,-,1.0,-,(0),0,-,-,9.0,(0),-,9.0,4.0,0.2,10,47,5,21,52,0.2,0.3,0.01,0.55,0,0,2,9,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),0.02,0.01,0.6,0.8,0.06,0.1,1,0.07,1.0,(0),-,0
＜調味料類＞　（食酢類）　穀物酢,0,25,93.3,-,0.1,-,(0),0,-,-,2.4,(0),-,2.4,4.2,Tr,6,4,2,1,2,Tr,0.1,Tr,-,0,0,1,1,0,-,-,-,0,0,(0),-,-,-,-,(0),0.01,0.01,0.1,0.1,0.01,0.1,0,0,0.1,0,-,0
＜調味料類＞　（食酢類）　米酢,0,46,87.9,-,0.2,-,(0),0,-,-,7.4,(0),-,7.4,4.4,0.1,12,16,2,6,15,0.1,0.2,Tr,-,0,Tr,1,4,0,-,-,-,0,0,(0),-,-,-,-,(0),0.01,0.01,0.3,0.3,0.02,0.1,0,0.08,0.4,0,-,0
＜調味料類＞　（食酢類）　果実酢　バルサミコ酢,0,99,74.2,-,0.5,-,(0),0,(16.4),(16.4),19.4,(0),-,19.4,5.6,0.4,29,140,17,11,22,0.7,0.1,0.01,0.13,2,0,5,2,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),0.01,0.01,0.2,0.2,0.05,Tr,Tr,0.03,1.4,(0),-,0.1
＜調味料類＞　（食酢類）　果実酢　ぶどう酢,0,22,93.7,-,0.1,-,0,Tr,-,-,1.2,0,-,1.2,4.8,0.2,4,22,3,2,8,0.2,Tr,0.01,0.03,Tr,0,1,1,(0),Tr,Tr,-,Tr,(0),Tr,Tr,Tr,Tr,Tr,(Tr),Tr,Tr,Tr,Tr,Tr,0.1,Tr,0.08,0.1,Tr,-,0
＜調味料類＞　（食酢類）　果実酢　りんご酢,0,26,92.6,-,0.1,-,(0),0,(0.5),(0.5),2.4,(0),-,2.4,4.7,0.2,18,59,4,4,6,0.2,0.1,Tr,-,-,-,-,-,0,(0),0,(0),(0),(0),(Tr),-,-,-,-,Tr,0,0.01,0.1,0.1,0.01,0.3,0,0.06,-,0,-,0
＜調味料類＞　（だし類）　あごだし,0,0,99.8,Tr,0.1,-,0,0,-,-,Tr,Tr,-,0,-,0.1,10,19,Tr,1,8,Tr,0,0,0,1,Tr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,Tr,0.1,Tr,0,0,0,-,0
＜調味料類＞　（だし類）　かつおだし　荒節,0,2,99.4,0.2,0.4,-,0,Tr,-,-,0.2,0,-,0,-,0.1,21,29,2,3,18,Tr,Tr,Tr,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr,0.01,1.4,1.4,0.02,0.4,0,0.04,0.1,0,-,0.1
