名前,エネルギー,ビタミンA,ビタミンC,ビタミンD,ビタミンE,ビタミンK,ナイアシン,パントテン酸,ビオチン,ビタミンB₁,ビタミンB₁₂,ビタミンB₂,ビタミンB₆,葉酸,カリウム,カルシウム,クロム,セレン,マグネシウム,マンガン,モリブデン,ヨウ素,リン,亜鉛,鉄,銅,食塩相当量,たんぱく質,炭水化物,脂質,n-3系脂肪酸,n-6系脂肪酸,飽和脂肪酸,食物繊維
＜貝類＞　いたやがい　養殖　生,55,6,Tr,(0),0.4,(0),(2.9),0.24,-,0,13.0,0.20,0.07,14,260,48,-,-,74,4.90,-,-,170,6.1,2.0,0.10,1.1,(7.8),(1.5),0.8,0.18,0.03,0.13,(0)
＜貝類＞　エスカルゴ　水煮缶詰,75,(0),0,0,0.6,5,(2.3),0,-,0,0.6,0.09,0,1,5,400,-,-,37,0.38,-,-,130,1.5,3.9,3.07,0.7,(12.0),(0.8),1.0,0.03,0.17,0.07,(0)
＜貝類＞　かき　養殖　生,58,24,3,0.1,1.3,0,2.6,0.54,4.8,0.07,23.0,0.14,0.07,39,190,84,3,46,65,0.39,4,67,100,14.0,2.1,1.04,1.2,4.9,2.5,2.2,0.52,0.07,0.41,(0)
＜貝類＞　かき　養殖　水煮,90,43,3,0.1,2.9,Tr,3.3,0.41,7.4,0.07,24.0,0.15,0.07,31,180,59,4,62,42,0.37,5,71,140,18.0,2.9,1.44,0.9,7.3,7.1,3.6,0.99,0.12,0.64,(0)
＜貝類＞　かき　養殖　フライ,256,19,2,0.1,3.1,21,2.6,0.39,4.4,0.07,30.0,0.16,0.07,33,180,67,3,44,53,0.37,6,50,110,12.0,1.8,0.87,1.0,5.5,15.6,11.1,1.35,1.73,1.01,-
＜貝類＞　かき　くん製油漬缶詰,294,2,(0),(0),9.5,0,(3.5),0.56,-,0.05,32.0,0.09,0.02,25,140,35,-,-,42,1.03,-,-,260,25.0,4.5,2.81,0.8,(8.8),(11.2),22.6,1.09,9.51,6.18,(0)
＜貝類＞　さざえ　生,83,31,1,(0),2.3,3,4.1,0.24,1.9,0.04,1.3,0.09,0.05,16,250,22,6,19,54,0.02,5,97,140,2.2,0.8,0.39,0.6,14.2,(0.8),0.4,0.03,0.03,0.05,(0)
＜貝類＞　さざえ　焼き,91,44,1,(0),2.8,2,(4.1),0.30,-,0.04,1.1,0.10,0.06,22,220,29,-,-,67,0.03,-,-,120,2.5,0.9,0.73,0.7,(15.6),(0.9),0.4,0.02,0.03,0.05,(0)
＜貝類＞　さるぼう　味付け缶詰,131,8,(0),(0),2.5,(0),(4.1),0.19,-,0.01,25.0,0.07,0.04,11,55,60,-,-,41,1.39,-,-,140,4.1,11.0,0.13,2.2,(12.3),(12.9),2.2,0.48,0.06,0.37,(0)
＜貝類＞　しじみ　生,54,33,2,0.2,1.7,2,3.1,0.53,-,0.02,68.0,0.44,0.10,26,83,240,-,-,10,2.78,-,-,120,2.3,8.3,0.41,0.4,5.8,(4.5),1.4,0.14,0.04,0.24,(0)
＜貝類＞　しじみ　水煮,95,76,1,0.6,3.9,5,5.0,0.35,-,0.02,82.0,0.57,0.04,37,66,250,-,-,11,7.30,-,-,200,4.0,15.0,0.61,0.3,12.3,(5.5),2.7,0.35,0.08,0.45,(0)
＜貝類＞　たいらがい　貝柱　生,94,Tr,2,(0),0.8,(0),(4.6),0.51,-,0.01,-,0.09,0.06,25,260,16,-,-,36,0.03,-,-,150,4.3,0.6,0.01,0.7,(15.8),(1.5),0.2,0.03,0.01,0.02,(0)
＜貝類＞　たにし　生,73,95,Tr,(0),0.5,1,(3.8),0.52,-,0.11,18.0,0.32,0.05,28,70,1300,-,-,77,2.10,-,-,140,6.2,19.0,1.90,0.1,(9.4),(3.6),1.1,0.05,0.10,0.08,(0)
＜貝類＞　つぶ　生,82,2,Tr,(0),1.8,(0),3.4,0.59,-,Tr,6.5,0.12,0.11,15,160,60,-,-,92,0.04,-,-,120,1.2,1.3,0.06,1.0,13.6,(2.3),0.2,0.04,0.01,0.02,(0)
＜貝類＞　とこぶし　生,78,5,1,(0),1.3,(0),(4.0),1.57,-,0.15,3.2,0.14,0.07,24,250,24,-,-,55,0.06,-,-,160,1.4,1.8,0.30,0.7,(11.6),(3.0),0.4,0.02,0.02,0.04,(0)
＜貝類＞　とりがい　斧足　生,81,Tr,1,(0),1.2,(0),3.7,1.10,-,0.16,10.0,0.06,0.04,18,150,19,-,-,43,0.11,-,-,120,1.6,2.9,0.05,0.3,10.1,(6.9),0.3,0.01,Tr,0.04,(0)
＜貝類＞　ばい　生,81,1,2,(0),2.2,0,(3.6),1.02,-,0.03,4.3,0.14,0.11,14,320,44,-,-,84,0.04,-,-,160,1.3,0.7,0.09,0.6,(11.8),(3.1),0.6,0.12,0.03,0.06,(0)
＜貝類＞　ばかがい　生,56,5,1,(0),0.8,(0),3.8,0.79,-,0.14,7.9,0.06,0.08,18,220,42,-,-,51,0.07,-,-,150,1.8,1.1,0.05,0.8,8.5,(2.4),0.5,0.06,0.02,0.06,(0)
＜貝類＞　（はまぐり類）　はまぐり　生,35,9,1,(0),0.6,Tr,2.1,0.37,-,0.08,28.0,0.16,0.08,20,160,130,-,-,81,0.14,-,-,96,1.7,2.1,0.10,2.0,4.5,(1.8),0.6,0.10,0.03,0.09,(0)
＜貝類＞　（はまぐり類）　はまぐり　水煮,79,16,1,(0),2.8,1,(4.1),0.45,-,0.15,20.0,0.27,0.05,23,180,130,-,-,69,0.30,-,-,190,2.5,3.9,0.23,1.2,(10.9),(2.9),1.5,0.23,0.06,0.19,(0)
＜貝類＞　（はまぐり類）　はまぐり　焼き,70,16,2,(0),2.3,Tr,(4.1),0.57,-,0.13,33.0,0.29,0.12,27,230,140,-,-,87,0.30,-,-,140,2.4,3.3,0.20,2.0,(9.7),(2.8),1.0,0.15,0.04,0.13,(0)
＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,211,Tr,(0),(0),1.9,2,(6.1),0.34,-,0.02,45.0,0.10,0.11,49,320,120,-,-,95,1.03,-,-,340,4.2,7.2,0.20,7.1,(19.7),-,2.8,0.41,0.09,0.41,(0)
＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,41,6,1,(0),0.5,0,2.2,0.57,13.0,0.13,19.0,0.12,0.07,21,170,160,4,21,69,0.22,6,27,94,1.2,5.1,0.11,1.3,4.6,1.3,1.0,0.19,0.04,0.18,(0)
＜貝類＞　ほたてがい　生,66,23,3,(0),0.9,1,3.4,0.66,-,0.05,11.0,0.29,0.07,87,310,22,-,-,59,0.12,-,-,210,2.7,2.2,0.13,0.8,10.0,(1.5),0.9,0.12,0.01,0.18,(0)
＜貝類＞　ほたてがい　水煮,89,34,2,(0),1.7,2,(4.1),0.64,-,0.04,18.0,0.29,0.06,83,330,24,-,-,57,0.12,-,-,250,3.1,2.8,0.17,0.6,(13.0),(1.9),1.9,0.26,0.02,0.27,(0)
＜貝類＞　ほたてがい　貝柱　生,82,1,2,0,0.8,0,4.1,0.28,1.7,0.01,1.7,0.06,0.11,61,380,7,3,18,41,0.02,1,2,230,1.5,0.2,0.03,0.3,12.3,(3.5),0.3,0.05,0.01,0.03,(0)
＜貝類＞　ほたてがい　貝柱　焼き,123,1,1,0,1.1,Tr,5.9,0.34,-,0.01,2.1,0.08,0.14,41,480,13,-,-,56,0.03,-,-,320,2.2,0.3,0.04,0.4,18.0,(4.6),0.3,0.05,0.01,0.02,(0)
＜貝類＞　ほたてがい　貝柱　煮干し,301,Tr,(0),(0),2.5,(0),(14.0),0.75,-,0.12,5.2,0.30,0.12,22,810,34,-,-,120,0.10,-,-,610,6.1,1.2,0.08,6.4,(49.9),(7.6),1.4,0.23,0.03,0.13,(0)
＜貝類＞　ほたてがい　貝柱　水煮缶詰,87,Tr,(0),(0),1.1,(0),(3.7),0,-,Tr,2.6,0.05,0.09,7,250,50,-,-,37,0.07,-,-,170,2.7,0.7,0.03,1.0,(14.8),(1.5),0.6,0.09,0.01,0.06,(0)
＜貝類＞　ほっきがい　生,66,7,2,(0),1.4,(0),(3.5),0.20,-,0.01,48.0,0.16,0.12,45,260,62,-,-,75,0.11,-,-,160,1.8,4.4,0.15,0.6,(8.1),(3.8),1.1,0.08,0.02,0.10,(0)
＜貝類＞　みるがい　水管　生,77,Tr,1,(0),0.6,(0),(4.6),0.64,-,Tr,9.1,0.14,0.05,13,420,55,-,-,75,0.16,-,-,160,1.0,3.3,0.04,0.8,(13.3),(0.3),0.4,0.04,0.01,0.04,(0)
＜えび・かに類＞　（えび類）　あまえび　生,85,3,Tr,(0),3.4,(0),4.4,0.21,2.1,0.02,2.4,0.03,0.04,25,310,50,Tr,33,42,0.02,1,18,240,1.0,0.1,0.44,0.8,15.2,(0.1),1.5,0.30,0.04,0.17,(0)
＜えび・かに類＞　（えび類）　アルゼンチンあかえび　生,73,Tr,1,-,1.4,-,4.6,0.76,3.4,0.04,3.3,0.04,0.05,61,390,41,1,66,47,0.03,2,26,300,1.3,0.3,0.37,0.8,13.9,(Tr),0.7,0.14,0.02,0.09,-
＜えび・かに類＞　（えび類）　アルゼンチンあかえび　ゆで,95,1,Tr,-,2.1,-,5.4,0.55,4.7,0.04,5.4,0.06,0.05,39,350,56,1,79,55,0.05,4,44,300,1.8,0.7,0.58,0.8,17.1,(Tr),1.8,0.34,0.05,0.21,-
＜えび・かに類＞　（えび類）　アルゼンチンあかえび　焼き,82,1,1,-,1.6,-,5.1,0.62,3.9,0.03,5,0.06,0.06,35,400,47,1,79,49,0.03,4,49,300,1.5,0.7,0.63,0.9,15.7,(0.1),1.4,0.25,0.04,0.15,-
＜えび・かに類＞　（えび類）　いせえび　生,86,0,1,(0),3.8,(0),5.2,0.41,-,0.01,0.3,0.03,0.14,15,400,37,-,-,39,0.02,-,-,330,1.8,0.1,0.65,0.9,17.4,(Tr),0.4,0.05,0.02,0.03,(0)
＜えび・かに類＞　（えび類）　くるまえび　養殖　生,90,4,Tr,(0),1.6,(0),7.0,1.11,2.6,0.11,1.9,0.06,0.12,23,430,41,0,35,46,0.02,1,4,310,1.4,0.7,0.42,0.4,18.2,(Tr),0.6,0.08,0.04,0.08,(0)
＜えび・かに類＞　（えび類）　くるまえび　養殖　ゆで,116,5,Tr,(0),2.3,(0),(8.6),1.07,-,0.09,2.0,0.05,0.08,17,500,61,-,-,57,0.03,-,-,390,1.8,1.0,0.62,0.5,(23.8),(Tr),0.5,0.07,0.03,0.06,(0)
＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,97,4,1,(0),2.7,(0),(7.0),1.06,-,0.11,2.3,0.05,0.08,15,400,55,-,-,49,0.02,-,-,330,1.6,1.4,0.58,0.5,(19.9),(Tr),0.4,0.06,0.03,0.06,(0)
＜えび・かに類＞　（えび類）　さくらえび　生,78,2,1,0.1,2.3,0,5.1,0.29,5.2,0.10,4.5,0.08,0.10,94,310,630,1,64,69,0.05,3,110,330,1.3,0.3,0.90,0.7,12.0,(0.1),2.0,0.37,0.07,0.34,-
＜えび・かに類＞　（えび類）　さくらえび　ゆで,82,7,0,(0),2.8,0,(4.2),0.37,-,0.10,4.3,0.08,0.09,41,250,690,-,-,92,0.09,-,-,360,1.4,0.5,2.05,2.1,(13.2),(Tr),1.5,0.21,0.04,0.19,-
＜えび・かに類＞　（えび類）　さくらえび　素干し,286,(Tr),0,(0),(7.2),(0),(17.0),1.16,-,0.17,11.0,0.15,0.21,230,1200,2000,-,-,310,0.23,-,-,1200,4.9,3.2,3.34,3.0,(46.9),(0.1),4.0,0.60,0.14,0.59,-
＜えび・かに類＞　（えび類）　さくらえび　煮干し,252,(Tr),0,(0),(3.4),(0),(14.0),0.51,-,0.16,3.5,0.11,0.05,82,680,1500,-,-,260,0.20,-,-,860,4.1,3.0,2.61,8.6,(42.8),(0.1),2.5,0.31,0.06,0.35,-
＜えび・かに類＞　（えび類）　大正えび　生,89,6,1,(0),1.8,(0),(5.8),0.61,-,0.03,2.1,0.04,0.07,45,360,34,-,-,45,0.02,-,-,300,1.4,0.1,0.61,0.5,(17.9),(0.1),0.3,0.04,0.01,0.04,(0)
＜えび・かに類＞　（えび類）　しばえび　生,78,4,2,(0),1.7,(0),5.5,0.38,-,0.02,1.1,0.06,0.10,57,260,56,-,-,30,0.11,-,-,270,1.0,1.0,0.35,0.6,15.7,(0.1),0.4,0.07,0.01,0.06,(0)
＜えび・かに類＞　（えび類）　バナメイえび　養殖　生,82,0,1,0,1.7,(0),6.8,0.23,1.9,0.03,1.2,0.04,0.14,38,270,68,2,27,37,0.10,-,10,220,1.2,1.4,0.33,0.3,16.5,(0.7),0.6,0.08,0.07,0.10,(0)
＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,194,1,Tr,0,3.6,13,6.8,0.23,1.8,0.04,1.1,0.06,0.10,34,250,96,1,28,36,0.11,-,9,200,1.3,0.5,0.29,0.3,17.1,7.1,10.3,0.80,1.72,0.79,0.9
＜えび・かに類＞　（えび類）　ブラックタイガー　養殖　生,77,1,Tr,(0),1.4,(0),(5.5),0.59,1.9,0.07,0.9,0.03,0.07,15,230,67,2,26,36,0.02,1,4,210,1.4,0.2,0.39,0.4,(15.2),(0.3),0.3,0.04,0.02,0.04,(0)
＜えび・かに類＞　（えび類）　加工品　干しえび,213,14,0,(0),2.5,(0),(12.0),0.72,-,0.10,11.0,0.19,0.19,46,740,7100,-,-,520,3.93,-,-,990,3.9,15.0,5.17,3.8,(40.0),(0.3),2.8,0.29,0.11,0.45,-
＜えび・かに類＞　（えび類）　加工品　つくだ煮,239,(Tr),(0),(0),6.3,(0),(9.1),0.65,-,0.14,6.3,0.11,0.08,35,350,1800,-,-,110,1.24,-,-,440,3.1,3.9,1.56,4.8,(21.3),-,2.2,0.28,0.20,0.36,-
＜えび・かに類＞　（かに類）　がざみ　生,61,1,Tr,(0),1.8,(0),(6.3),0.78,-,0.02,4.7,0.15,0.18,22,300,110,-,-,60,0.06,-,-,200,3.7,0.3,1.10,0.9,(10.8),(0.3),0.3,0.04,0.01,0.04,(0)
＜えび・かに類＞　（かに類）　毛がに　生,67,(Tr),Tr,(0),2.2,(0),4.5,0.41,-,0.07,1.9,0.23,0.16,13,340,61,-,-,38,0.03,-,-,260,3.3,0.5,0.47,0.6,12.1,(0.2),0.5,0.14,0.01,0.05,(0)
＜えび・かに類＞　（かに類）　毛がに　ゆで,78,(Tr),Tr,(0),3.7,(0),(5.1),0.40,-,0.07,2.5,0.23,0.13,10,280,66,-,-,39,0.02,-,-,200,3.8,0.6,0.46,0.6,(13.8),(0.2),0.5,0.13,0.01,0.05,(0)
＜えび・かに類＞　（かに類）　ずわいがに　生,59,(Tr),Tr,(0),2.1,(0),10.0,0.48,3.0,0.24,4.3,0.60,0.13,15,310,90,1,97,42,0.02,2,58,170,2.6,0.5,0.35,0.8,10.6,(0.1),0.4,0.11,0.02,0.03,(0)
＜えび・かに類＞　（かに類）　ずわいがに　ゆで,65,(Tr),Tr,(0),2.6,(0),(8.3),0.54,-,0.21,7.2,0.57,0.11,9,240,120,-,-,55,0.02,-,-,150,3.1,0.7,0.56,0.6,(11.2),(0.1),0.6,0.16,0.03,0.05,(0)
＜えび・かに類＞　（かに類）　ずわいがに　水煮缶詰,69,(0),0,(0),2.0,(0),(2.5),0,-,0,0.2,0.03,Tr,1,21,68,-,-,29,0.10,-,-,120,4.7,0.5,0.35,1.7,(12.2),(0.2),0.4,0.08,0.02,0.04,(0)
＜えび・かに類＞　（かに類）　たらばがに　生,56,1,1,(0),1.9,(0),4.3,0.65,4.9,0.05,5.8,0.07,0.14,21,280,51,1,25,41,0.03,1,43,220,3.2,0.3,0.43,0.9,10.1,(0.2),0.9,0.22,0.04,0.09,(0)
＜えび・かに類＞　（かに類）　たらばがに　ゆで,77,1,Tr,(0),3.0,(0),5.1,0.48,5.4,0.07,9.9,0.06,0.13,15,230,48,1,35,51,0.04,2,62,190,4.2,0.2,0.41,0.8,14.3,(0.3),1.5,0.37,0.05,0.14,(0)
＜えび・かに類＞　（かに類）　たらばがに　水煮缶詰,85,(Tr),(0),(0),2.9,(0),(3.3),0.26,-,0.02,6.1,0.10,0.04,4,90,52,-,-,34,0.06,-,-,220,6.3,0.2,0.58,1.5,(15.4),(0.1),0.3,0.06,0.01,0.03,(0)
＜えび・かに類＞　（かに類）　加工品　がん漬,58,Tr,(0),(0),1.8,1,(3.2),0.26,-,0.10,2.2,0.50,0.07,7,250,4000,-,-,530,4.43,-,-,200,2.4,1.7,1.36,19.1,(6.3),-,0.4,0.04,0.05,0.07,-
＜いか・たこ類＞　（いか類）　あかいか　生,81,4,1,(0),2.2,(0),4.7,0.31,4.0,0.01,2.3,0.02,0.10,2,330,12,1,28,46,0.02,1,5,280,1.2,0.1,0.21,0.5,13.4,(Tr),1.5,0.43,0.01,0.21,(0)
＜いか・たこ類＞　（いか類）　けんさきいか　生,77,7,2,(0),1.6,(0),(5.0),0.28,-,0.01,2.5,0.02,0.11,4,330,12,-,-,46,0.02,-,-,260,1.3,0.1,0.16,0.5,(12.7),(0.1),1.0,0.19,0.03,0.16,(0)
＜いか・たこ類＞　（いか類）　こういか　生,64,5,1,(0),2.2,(0),3.3,0.52,1.6,0.03,1.4,0.05,0.06,3,220,17,0,23,48,0.02,0,4,170,1.5,0.1,0.45,0.7,10.6,(0.1),1.3,0.28,0.05,0.19,(0)
＜いか・たこ類＞　（いか類）　するめいか　生,76,13,1,0.3,2.1,-,(6.5),0.34,4.9,0.07,4.9,0.05,0.21,5,300,11,Tr,41,46,Tr,1,7,250,1.5,0.1,0.29,0.5,(13.4),(0.1),0.8,0.18,0.01,0.11,(0)
＜いか・たこ類＞　（いか類）　するめいか　水煮,98,16,1,0,2.5,-,(8.0),0.42,5.4,0.05,5.3,0.06,0.23,5,310,14,0,42,52,0.01,0,10,280,1.8,0.1,0.40,0.6,(16.4),(0.1),0.9,0.20,0.01,0.11,(0)
＜いか・たこ類＞　（いか類）　するめいか　焼き,108,22,1,0,2.5,-,(9.1),0.44,6.3,0.09,5.4,0.07,0.26,7,360,14,0,46,57,Tr,Tr,10,300,1.9,0.2,0.41,0.8,(17.7),(0.1),1.0,0.21,0.01,0.12,(0)
＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,78,12,2,0.3,1.9,-,7.8,0.36,5.3,0.06,4.4,0.04,0.27,6,330,10,Tr,40,48,0.01,-,6,280,1.4,0.1,0.27,0.5,13.8,(0.1),0.7,0.25,0.01,0.12,(0)
＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,80,11,2,0.2,1.5,-,7.4,0.31,5.3,0.06,4.3,0.04,0.29,2,340,10,1,38,48,0.01,-,6,270,1.5,0.1,0.27,0.5,13.8,(0.1),0.6,0.18,0.01,0.09,(0)
＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,175,11,1,0.2,3.0,6,6.6,0.31,4.4,0.07,3.8,0.07,0.24,3,280,26,Tr,31,40,0.06,-,5,230,1.3,0.1,0.16,0.4,13.1,9.0,10.8,1.06,1.63,0.82,0.8
＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　フライ,352,7,1,0.1,5.8,24,10,0.39,7.1,0.07,4,0.06,0.24,6,480,22,1,46,62,0.11,4,5,350,1.9,0.4,0.3,0.9,-,(1.1),23.4,2.17,3.97,1.73,-
＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,75,15,1,0.4,2.4,-,5.0,0.32,4.4,0.09,5.6,0.06,0.14,4,270,13,Tr,42,45,0,-,8,210,1.6,0.1,0.31,0.6,13.0,0,0.9,0.33,0.02,0.16,(0)
＜いか・たこ類＞　（いか類）　ほたるいか　生,74,1500,5,(0),4.3,Tr,4.6,1.09,-,0.19,14.0,0.27,0.15,34,290,14,-,-,39,0.05,-,-,170,1.3,0.8,3.42,0.7,7.8,(0.2),3.5,0.83,0.10,0.58,(0)
＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,91,1900,Tr,(0),4.5,1,(5.3),0.64,-,0.20,14.0,0.30,0.09,29,240,22,-,-,32,0.08,-,-,200,1.9,1.1,2.97,0.6,(11.7),(0.4),2.9,0.67,0.07,0.36,(0)
＜いか・たこ類＞　（いか類）　ほたるいか　くん製,305,150,0,(0),2.3,1,(12.0),1.28,-,0.40,27.0,0.50,0.04,25,240,55,-,-,56,0.34,-,-,650,5.2,10.0,12.00,3.8,(28.6),-,7.5,0.68,0.13,1.15,(0)
＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,245,690,0,(0),1.9,1,(5.9),0.64,-,0.09,17.0,0.21,0.03,10,96,26,-,-,31,0.19,-,-,270,3.3,2.7,6.22,3.0,(17.9),-,6.7,1.13,0.15,1.02,(0)
＜いか・たこ類＞　（いか類）　やりいか　生,79,8,2,(0),1.4,(0),5.9,0.27,-,0.04,1.1,0.03,0.10,5,300,10,-,-,42,0.02,-,-,280,1.2,0.1,0.25,0.4,13.1,(0.4),1.0,0.25,0.01,0.18,(0)
＜いか・たこ類＞　（いか類）　加工品　するめ,304,22,0,(0),4.4,(0),(24.0),1.57,-,0.10,12.0,0.10,0.34,11,1100,43,-,-,170,0.06,-,-,1100,5.4,0.8,0.99,2.3,(50.2),(0.4),4.3,0.80,0.09,0.60,(0)
＜いか・たこ類＞　（いか類）　加工品　さきいか,268,3,0,(0),1.7,(0),(15.0),0.47,-,0.06,6.9,0.09,0.32,1,230,23,-,-,82,0.07,-,-,430,2.8,1.6,0.27,6.9,(34.2),-,3.1,0.41,0.02,0.25,(0)
＜いか・たこ類＞　（いか類）　加工品　くん製,202,(Tr),(0),(0),1.8,(0),(14.0),0.17,-,0.10,5.3,0.15,0.10,2,240,9,-,-,34,0.02,-,-,330,2.1,0.7,0.26,6.1,(26.4),-,1.5,0.39,0.01,0.24,(0)
＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,310,(Tr),(0),(0),1.9,(0),(10.0),0.17,-,0.06,10.0,0.10,0.10,12,210,65,-,-,81,0.12,-,-,300,2.2,0.8,0.50,2.8,(16.5),-,4.7,0.69,0.79,0.71,(0)
＜いか・たこ類＞　（いか類）　加工品　いかあられ,289,(Tr),(0),(0),1.1,(0),(9.8),0.31,-,0.07,3.3,0.10,0.14,6,230,18,-,-,41,0.12,-,-,260,1.3,0.4,0.02,1.8,(14.5),-,1.8,0.40,0.17,0.28,(0)
＜いか・たこ類＞　（いか類）　加工品　塩辛,114,200,Tr,(0),3.3,Tr,(5.5),0.61,-,Tr,17.0,0.10,0.31,13,170,16,-,-,48,0.03,-,-,210,1.7,1.1,1.91,6.9,(11.0),-,3.4,1.15,0.08,0.74,(0)
＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,127,7,0,(0),2.8,(0),(5.2),0.20,-,0.02,3.8,0.07,0.11,4,110,16,-,-,38,0.05,-,-,220,2.5,0.6,1.12,1.8,(15.5),-,1.8,0.35,0.02,0.25,(0)
＜いか・たこ類＞　（たこ類）　いいだこ　生,64,36,1,(0),2.7,(0),(5.3),0.70,-,0.01,2.0,0.08,0.11,37,200,20,-,-,43,0.06,-,-,190,3.1,2.2,2.96,0.6,(10.6),(0.1),0.8,0.17,0.03,0.11,(0)
＜いか・たこ類＞　（たこ類）　まだこ　皮つき　生,70,1,1,0,0.8,0,4.1,0.23,8.8,0.03,1.3,0.08,0.08,3,300,15,0,22,55,0.03,1,6,160,1.6,0.6,0.38,1,11.4,(0.2),0.9,0.07,0.03,0.09,(0)
＜いか・たこ類＞　（たこ類）　まだこ　皮なし　生,88,1,2,0,0.9,Tr,6,0.15,6.1,0.04,1.4,0.04,0.12,4,340,15,0,24,54,0.02,Tr,6,210,1.8,0.1,0.17,1.8,13.7,(0.4),1,0.21,0.05,0.12,-
＜いか・たこ類＞　（たこ類）　まだこ　ゆで,91,5,Tr,(0),1.9,(0),(4.6),0.17,5.6,0.03,1.2,0.05,0.07,2,240,19,1,28,52,0.04,1,8,120,1.8,0.2,0.43,0.6,(15.4),(0.1),0.7,0.10,0.02,0.06,(0)
＜いか・たこ類＞　（たこ類）　まだこ　蒸しだこ,75,2,1,0,1.2,1,4.2,0.11,6.9,0.03,1.5,0.04,0.07,2,160,15,1,26,42,0.03,1,8,160,1.8,0.1,0.28,1.2,12.1,(0.2),1.2,0.23,0.05,0.13,-
＜いか・たこ類＞　（たこ類）　まだこ　蒸しだこ　油いため,112,4,1,-,2.1,2,5.3,0.12,7.7,0.03,1.8,0.04,0.08,1,170,18,1,32,47,0.04,1,10,180,2.6,0.1,0.4,1.2,16.6,(0.2),3,0.45,0.30,0.28,-
＜いか・たこ類＞　（たこ類）　まだこ　蒸しだこ　素揚げ,131,4,1,-,2.5,4,6.2,0.16,9.1,0.04,1.9,0.05,0.08,1,200,22,1,35,58,0.04,1,10,210,2.9,0.1,0.41,1.4,19.3,(0.2),4,0.48,0.45,0.30,-
＜いか・たこ類＞　（たこ類）　みずだこ　生,61,4,1,0.1,1.1,0,3.7,0.43,2.4,0.04,0.8,0.05,0.05,6,270,19,0,46,60,0.04,1,8,150,1.6,0.1,0.64,1.1,9.4,(0.1),0.9,0.19,0.04,0.09,(0)
＜その他＞　あみ　つくだ煮,230,170,0,(0),4.7,7,(4.7),0.78,-,0.13,7.0,0.21,0.08,35,350,490,-,-,100,0.63,-,-,410,1.7,7.1,0.97,6.9,(13.0),-,1.8,0.46,0.06,0.30,-
＜その他＞　あみ　塩辛,62,65,0,(0),2.4,0,(3.8),0.61,-,0.07,2.7,0.07,0.09,22,280,460,-,-,82,0.13,-,-,270,0.8,0.5,0.70,19.8,(8.8),-,1.1,0.21,0.04,0.18,-
＜その他＞　うに　生うに,109,58,3,(0),3.6,27,4.4,0.72,-,0.10,1.3,0.44,0.15,360,340,12,-,-,27,0.05,-,-,390,2.0,0.9,0.05,0.6,11.7,(3.3),4.8,0.73,0.29,0.63,(0)
＜その他＞　うに　粒うに,172,83,0,(0),3.6,22,(4.9),1.32,-,0.14,5.4,0.65,0.07,98,280,46,-,-,63,0.05,-,-,310,1.9,1.1,0.10,8.4,(12.6),-,5.8,0.49,0.39,1.40,(0)
＜その他＞　うに　練りうに,166,25,0,(0),4.4,15,(3.5),1.22,-,Tr,4.8,0.30,0.06,87,230,38,-,-,41,0.05,-,-,220,1.3,1.8,0.06,7.1,(9.9),-,2.9,0.17,0.21,0.96,(0)
＜その他＞　おきあみ　生,84,180,2,(0),2.5,(0),4.2,0.50,-,0.15,6.2,0.26,0.09,49,320,360,-,-,85,0.15,-,-,310,1.0,0.8,2.30,1.1,10.2,(0.2),3.2,0.65,0.05,0.70,-
＜その他＞　おきあみ　ゆで,78,150,1,(0),2.2,(0),(3.5),0.30,-,0.21,4.0,0.25,0.07,36,200,350,-,-,110,0.11,-,-,310,0.9,0.6,1.83,1.6,(9.4),(Tr),3.0,0.70,0.06,0.69,-
＜その他＞　くらげ　塩蔵　塩抜き,21,0,0,(0),0,(0),0.9,0,-,Tr,0.2,0.01,0,3,1,2,-,-,4,Tr,-,-,26,Tr,0.3,0.06,0.3,-,(Tr),0.1,0,0,0.03,(0)
＜その他＞　しゃこ　ゆで,89,180,0,(0),2.8,(0),4.8,0.30,-,0.26,13.0,0.13,0.06,15,230,88,-,-,40,0.13,-,-,250,3.3,0.8,3.46,0.8,15.3,(0.2),1.7,0.26,0.06,0.25,(0)
＜その他＞　なまこ　生,22,Tr,0,(0),0.4,(0),0.7,0.71,2.6,0.05,2.3,0.02,0.04,4,54,72,2,37,160,0.03,3,78,25,0.2,0.1,0.04,1.7,3.6,(0.5),0.3,0.03,0.02,0.04,(0)
